Id,prediction
A4RAI0,0.97147083
A4RCU4,0.99661297
A4RER5,0.9942384
A4RIZ5,0.9989378
A4RTF4,0.99803907
A4RU34,0.9904525
A4RU68,0.9928998
A4RXW2,0.99254155
A4S0M9,0.9963742
A4S2V8,0.99880683
A4S3H6,0.9316532
A4S605,0.9983303
A4S7N9,0.99017614
A4SLG9,0.9946056
A4SRW1,0.9946872
A4SUM5,0.9907808
A4T6D5,0.9971847
A4T8M3,0.9881004
A4TIS4,0.9831019
A4U0K7,0.9928076
A4U472,0.99834216
A4VCF0,0.94053775
A4VG89,0.99876356
A4VJF5,0.99847823
A4VKI2,0.98976445
A4WKN7,0.99897254
A4WRG9,0.9952572
A4X2R2,0.9685799
A4X7P1,0.9949266
A4XIT0,0.9950995
A4XW83,0.9287242
A4XWD6,0.98563844
A4XX51,0.98523325
A4YDN9,0.95233774
A4YFP9,0.9856916
A4ZUE5,0.94527197
A5AG34,0.9944095
A5AHW7,0.998979
A5AZK8,0.99928683
A5C347,0.982599
A5CMW4,0.9937442
A5CT98,0.9970108
A5CVD5,0.99659926
A5DAB9,0.9932208
A5DFC1,0.99167705
A5DJ40,0.8665021
A5DLM2,0.99808013
A5DNQ1,0.99784315
A5DP58,0.9925431
A5DT78,0.9958521
A5DZI8,0.99584097
A5E4U2,0.99813384
A5EJ07,0.9927497
A5ER69,0.9971745
A5EWY5,0.9798181
A5FBT7,0.9847456
A5FFI0,0.99862814
A5FN41,0.99307805
A5FQQ3,0.9897001
A5FVP7,0.9973117
A5G287,0.9948319
A5G2L9,0.98824
A5G414,0.9964535
A5GEQ7,0.9865463
A5GSM3,0.99454415
A5GU40,0.98173505
A5GWP5,0.98988086
A5GZ06,0.9982066
A5H1L7,0.9947944
A5HIW6,0.9969754
A5JEF2,0.9965822
A5JYR9,0.8834162
A5K4M8,0.9541633
A5KFU5,0.994572
A5L0A0,0.96622324
A5L4Z8,0.9978319
A5L8S6,0.9939765
A5LD58,0.99847025
A5M6U6,0.9960627
A5MQ61,0.9980413
A5N081,0.99739254
A5PKI9,0.9844259
A5TUM5,0.9990195
A5TW54,0.9925222
A5TZV8,0.9026611
A5UJY5,0.99472964
A5UJZ9,0.9942168
A5ULK0,0.9959408
A5UR17,0.9974813
A5URL3,0.9953816
A5UX69,0.9964994
A5VE54,0.9949538
A5VTW0,0.9965758
A5VW57,0.9973699
A5WFK4,0.99669826
A5Y471,0.99448615
A5Y734,0.9816062
A5ZP46,0.99532807
A6AU14,0.99546945
A6C153,0.99854624
A6C3T3,0.9939115
A6C4K2,0.9941837
A6C9D3,0.9970054
A6CD25,0.99705064
A6CL11,0.9933695
A6CPC7,0.992241
A6CR87,0.99176335
A6CRU6,0.9935749
A6CS12,0.9956458
A6CSQ0,0.99622226
A6D9G2,0.99506843
A6DFQ7,0.9973455
A6EBE3,0.9927216
A6EG78,0.9926393
A6EMJ6,0.997677
A6ET00,0.99705255
A6EUZ4,0.9991335
A6EYC5,0.99334866
A6F6N3,0.9950854
A6F6Q8,0.9973585
A6F6W0,0.9981463
A6FA28,0.9980804
A6FE48,0.99726677
A6FGQ0,0.96396583
A6G489,0.99424124
A6G5U2,0.99761295
A6G769,0.99455196
A6GMN7,0.98719305
A6GTH5,0.99232084
A6GTS6,0.99319285
A6GTV3,0.9891706
A6GUK0,0.9980028
A6H6Z7,0.9988481
A6LST5,0.9986286
A6MSX1,0.9866441
A6NCT9,0.9938205
A6NSC9,0.99311817
A6NTV9,0.99170965
A6NZC5,0.9588233
A6P182,0.99541074
A6QP77,0.9598176
A6QWC1,0.9982627
A6QWY4,0.9986552
A6R1P9,0.99807525
A6R2I0,0.99800473
A6RB45,0.9951277
A6RGT8,0.9950582
A6RJU3,0.9885966
A6RKT5,0.9983309
A6RM64,0.9785873
A6RQX5,0.9975567
A6S080,0.9925063
A6S5Y4,0.9968393
A6S6I1,0.99775994
A6S7H3,0.99815255
A6SPS6,0.99228525
A6SWU6,0.9983766
A6T3A3,0.9659395
A6T6U6,0.98093355
A6T9D1,0.9833104
A6TGV8,0.96887714
A6THL2,0.99371195
A6TI82,0.9514625
A6TIT2,0.99767274
A6TSM6,0.99773717
A6TVC5,0.99762946
A6TWQ3,0.99603707
A6U5Z7,0.9845797
A6UAL7,0.9811193
A6UBK3,0.9947508
A6UME2,0.99091935
A6URG4,0.9978477
A6W5E3,0.98974866
A6XQR3,0.99538064
A6YA40,0.9952675
A6YCY0,0.9822312
A6YIP9,0.99424183
A6ZKU2,0.98768175
A6ZLB3,0.9979068
A6ZM19,0.9904778
A6ZP16,0.99861133
A6ZPN8,0.99691737
A6ZRM9,0.9982122
A6ZT26,0.99814343
A6ZUH5,0.99738306
A7A7I7,0.94742167
A7AQ21,0.9842518
A7B6N4,0.9955896
A7BB66,0.98866
A7BBG8,0.9116879
A7BHD1,0.97522825
A7BLS9,0.9841298
A7BUI3,0.99132067
A7C1M3,0.9982085
A7E9K9,0.99280375
A7EI65,0.8560405
A7ELK9,0.9871055
A7EPV9,0.99818593
A7ESD8,0.99748826
A7ESW3,0.99898773
A7EYL3,0.9984987
A7F082,0.9986431
A7F0D8,0.99519145
A7FCD3,0.9847185
A7FFX9,0.9974159
A7FIV9,0.99691486
A7FP09,0.98990965
A7FR29,0.9921548
A7GD79,0.9951981
A7H129,0.9929646
A7HAA7,0.9965687
A7HMH9,0.9985474
A7HNN4,0.99826777
A7HPY7,0.99791414
A7HQ51,0.9949496
A7HR99,0.71499044
A7HTU3,0.9875097
A7I529,0.9976465
A7IP90,0.9980313
A7J6E5,0.9868079
A7JKU3,0.99495304
A7JS47,0.99674064
A7K8P0,0.99325836
A7KCN0,0.99778265
A7LIF1,0.9844528
A7M1X2,0.9891934
A7MCC3,0.9950891
A7MG59,0.99734586
A7MJ55,0.9892039
A7MKL5,0.97728306
A7MKP1,0.99518174
A7MP34,0.99381244
A7MPC6,0.76772183
A7MPD0,0.992436
A7N7T9,0.99849534
A7NRY3,0.9966558
A7RES0,0.9893043
A7RFS7,0.9901376
A7RI13,0.9957539
A7RNI4,0.99115974
A7RP84,0.974578
A7RUW8,0.9974589
A7RWZ5,0.9962291
A7RXH5,0.99180037
A7RZN2,0.99867225
A7S115,0.9789796
A7S2J3,0.9982685
A7SAP6,0.9972474
A7SE42,0.998389
A7SEL8,0.9928023
A7SGM6,0.99266547
A7SKA3,0.9938798
A7TEV6,0.9981718
A7TGA8,0.9987373
A7TGX3,0.99784946
A7TI23,0.9938613
A7TI33,0.99869776
A7TMJ4,0.972808
A7TMP5,0.9973123
A7TR39,0.9984977
A7TRU9,0.9614208
A7TSL4,0.99488467
A7UEB5,0.9346228
A7V769,0.9952414
A7VSE2,0.99782455
A7VVI5,0.99796367
A7X0U3,0.9547964
A7X5R2,0.9224436
A7XBF5,0.9978934
A7XFE6,0.99396497
A7YET6,0.9959765
A7Z2A6,0.9967901
A7Z4B7,0.9974153
A7ZGZ5,0.99523133
A7ZJR6,0.98460037
A7ZNB3,0.91882396
A8AMS7,0.966709
A8ARI8,0.9957711
A8B1G0,0.99870193
A8BM92,0.99654144
A8E1E3,0.99186885
A8EC67,0.9903002
A8ES16,0.9974426
A8F131,0.9784737
A8FDN0,0.9962185
A8GC19,0.99867994
A8GFA5,0.9924705
A8GIH4,0.91324896
A8GSF7,0.9992648
A8H3X2,0.97888386
A8H6F4,0.9923226
A8L8Y0,0.99665904
A8LCD7,0.9850894
A8LIB4,0.89981633
A8LIM6,0.9951013
A8LLH8,0.9457914
A8MCE2,0.9986791
A8MDP0,0.996829
A8MJD8,0.99072254
A8NTE6,0.99817264
A8Q619,0.9986632
A8QZH4,0.99628735
A8UTQ8,0.9992017
A8WL86,0.99643266
A8WP52,0.9977265
A8WY25,0.9940811
A8X8R9,0.9897372
A8X9K8,0.99159425
A8XAA8,0.99856913
A8XG77,0.99262613
A8XRE0,0.99692994
A8XU00,0.9959842
A8XVE8,0.9962366
A8Y3V8,0.99120915
A8Y402,0.9969681
A8Y4E2,0.99139786
A8ZSU2,0.946889
A8ZSV3,0.9956092
A9A127,0.9965675
A9A4L4,0.9966677
A9A643,0.9978528
A9AK53,0.9941338
A9AU11,0.99784076
A9AZZ4,0.9935999
A9B0Z5,0.99446684
A9B8Z2,0.98335534
A9BW73,0.99637383
A9CG52,0.9987344
A9J0U5,0.9958391
A9KDK3,0.99675757
A9KHC2,0.99924314
A9KHK4,0.99797374
A9KRK6,0.9966863
A9KZ87,0.9897529
A9KZ89,0.9940798
A9S6Y2,0.9890745
A9VCK1,0.9988913
A9VFA7,0.9958171
A9VNX8,0.9909814
A9W3Q6,0.9960334
75326886,0.9984106
461453,0.99247414
12643856,0.9969229
152031772,0.99902725
57015298,0.9981071
229462980,0.9926127
171769578,0.99422777
1168370,0.99761814
81170359,0.9976896
81902092,0.99460864
259016395,0.998071
3915599,0.99385464
82186849,0.9975909
21431604,0.99532855
14195580,0.9791156
14423644,0.9968658
113719,0.99713
8927970,0.9872356
25453260,0.9955676
113784,0.96153146
13432182,0.98311883
116241250,0.9969797
1717793,0.9988288
74867106,0.99558395
1703345,0.9971886
166897678,0.987512
114026,0.899687
226722191,0.99179393
8927975,0.99710125
34395522,0.9983223
12585167,0.985185
229488297,0.99870515
231566,0.9991129
416659,0.99715364
3913102,0.99709094
119361345,0.99236333
119361385,0.9932473
71152261,0.998858
73622262,0.99698997
74857708,0.99614596
3024687,0.9927335
114365,0.99568814
18266747,0.9973132
122058154,0.9864318
131578,0.99758875
2493080,0.9947477
75333362,0.9981351
114619,0.99840766
B0AC44,0.9595316
B0D9N2,0.9900641
B0KAS5,0.9992446
B0KTG6,0.9921211
B0KWE2,0.9979984
B0T269,0.9777639
B0U0W0,0.9974457
B1B0R2,0.99785244
B1K499,0.9968755
B1K4V6,0.99233866
B1K593,0.96737266
B1K5E0,0.99758554
B1KGS6,0.99582857
119370539,0.9709416
B1YGP3,0.99909127
B1YI93,0.99537164
B1YJ22,0.99852306
B1Z5N1,0.99892515
B1Z8K7,0.997894
B1Z9K8,0.99743587
B2A351,0.9934496
B2HKT3,0.9606655
B2JCZ4,0.96595633
18202042,0.9801348
B2RGT4,0.9962612
B2T3G3,0.9975509
B2TE07,0.9918285
B2U679,0.9983505
6225077,0.99795306
B3CSJ1,0.99099696
B3DH22,0.9823072
B3E4B3,0.99547607
B3E5Q2,0.99824
B3EBD1,0.9980514
B3EN10,0.9925904
B3EQP9,0.9953176
B4E289,0.9826308
B4RYJ6,0.9990447
B4S1J2,0.99499017
B4S1T0,0.9966786
B4S943,0.9976199
B4SJ91,0.9788592
B4U5Y5,0.9972071
B4U6N1,0.9946345
B4U808,0.99818486
B4V1Q7,0.9951212
B4VQ36,0.9913606
B6IP36,0.99737513
B6JW06,0.99708945
B6QGD1,0.9914575
B6RDW7,0.98920316
B7KUI9,0.99705976
B7KVL4,0.9945531
B7NZJ6,0.9984818
B8A4S3,0.9987669
B8CWL3,0.9978104
B8CXL3,0.99822146
B8CY93,0.99359035
B8CYC3,0.9981013
B8CZZ7,0.99869967
B8FQ69,0.9955195
B8FTC1,0.9886784
B8KE98,0.99689156
B8KV35,0.99175817
B8LW84,0.99716336
B9LIP2,0.99470204
B9LJL6,0.97502226
B9LSP6,0.9829146
B9M477,0.9855967
B9M5E5,0.99773127
81879441,0.89851797
51704267,0.99548197
22001547,0.94125766
13124704,0.987089
82294800,0.9901192
71153495,0.9872125
114993,0.9628231
82176382,0.99672604
3025257,0.97881305
115502367,0.982385
75027244,0.99728405
1176356,0.99843305
50400452,0.9981724
82185671,0.9970498
399133,0.99545115
C0A799,0.9903116
C0AC97,0.98569113
C0AD47,0.98993546
C0QFA1,0.9987834
10719926,0.9982229
8928007,0.9948283
C1DS04,0.9915725
C1L060,0.99227315
C2BF94,0.9988341
C3THP3,0.9905191
160017736,0.9920455
74676121,0.99317825
12229773,0.99599177
115503714,0.99448365
19863009,0.99611205
75075711,0.983213
81952510,0.97641045
6014737,0.997124
74834619,0.98578215
3913202,0.99488825
29337199,0.99128866
48427977,0.98838496
73619718,0.93687683
1709578,0.9992879
81175223,0.9966234
28201774,0.9992386
74620117,0.9976254
1345754,0.9852952
6165993,0.9942678
20137711,0.99862814
114152784,0.99871504
68565057,0.99819344
116368,0.81410724
122135745,0.99141663
187470788,0.9929328
92081597,0.9945269
81904729,0.7880636
729139,0.9977361
75333352,0.99848026
34098353,0.9742643
81885115,0.9949208
27923966,0.9038501
189082525,0.98070884
25008303,0.99703515
50400586,0.99811137
116688,0.9893917
116722,0.9915461
5921817,0.99561125
116758,0.9977799
116768,0.997018
116792,0.99743325
48474974,0.9965738
2497081,0.9970553
123576454,0.9939772
2506138,0.9980229
1353083,0.9963827
117090,0.97661495
117100,0.9969555
48428036,0.99745554
118572633,0.9389542
399288,0.99889684
4033707,0.9984078
13878439,0.9826186
61221653,0.9959716
117420,0.9867242
1706123,0.9902586
117441,0.99818784
6014726,0.994222
71154151,0.99189514
38604656,0.99855953
117558,0.99642795
76364135,0.98028725
3023618,0.9940843
24636290,0.9819594
47605411,0.9810847
29839423,0.96375453
62899907,0.9833001
20137524,0.98884493
544132,0.9852395
68052027,0.9973693
68052122,0.99812895
6014912,0.99870765
122266587,0.9660087
75475218,0.9955713
12644263,0.99604213
118386,0.9981325
11386759,0.997561
13878462,0.9977514
399352,0.99605185
74752706,0.9981806
7673994,0.9967188
82592580,0.9782195
74835031,0.9739459
231991,0.9952773
731670,0.99809164
158563908,0.99377304
215273970,0.99740547
6166120,0.9955968
51704269,0.9943057
223590196,0.9921451
544166,0.9680979
118706,0.99819714
74623713,0.9989913
21759096,0.99857414
7404361,0.99411327
118825,0.9990827
74948677,0.986797
68067469,0.99763346
205595513,0.997644
118970,0.97810864
17432978,0.99310356
3913557,0.99377114
74581990,0.9967547
1352934,0.9880525
254782634,0.99755776
1352361,0.974655
74687124,0.99754107
224494938,0.9946038
160359048,0.9934528
119269,0.9969119
20137936,0.9956059
48475028,0.9791211
59797628,0.9976253
110282961,0.9959268
119470,0.9952324
52788207,0.9920493
85690754,0.9973455
15213990,0.99790937
15213998,0.9960675
1173435,0.9970175
729438,0.9977787
62900205,0.9970197
1706728,0.99229217
3334180,0.99283093
166232250,0.99912506
193806566,0.99813735
123885802,0.99793255
119746,0.99057055
81417537,0.99791795
189037875,0.99419045
3182998,0.99796885
50400661,0.997259
1706762,0.99788946
1169607,0.9958056
172046812,0.9817431
120043,0.9895369
47117445,0.9939911
399492,0.97176415
9087158,0.95289886
462099,0.9963374
585136,0.9694555
416994,0.9954939
12230099,0.9772259
1706864,0.99599576
120360,0.99865025
1346020,0.99804795
2506787,0.9972012
122252077,0.9956938
122242586,0.99388593
34582325,0.99668497
120601,0.9957367
401440,0.9983784
71159353,0.99128914
138283,0.9954862
122145756,0.9975356
74606925,0.99684936
6016068,0.99727446
212276434,0.99834454
61249916,0.9974764
120817,0.99844164
120918,0.9923975
84028320,0.9782331
120937,0.98965925
3915929,0.9968194
3913729,0.9960354
121069,0.9972283
75016128,0.9948761
118058,0.9981852
74676012,0.997486
121301,0.9756329
84029246,0.9987564
81625296,0.9973023
97536259,0.99531376
121452,0.9494719
2495546,0.9814457
462187,0.99708873
116248091,0.9633685
13878957,0.99787736
81175351,0.98800975
32469790,0.9981761
121563,0.9979151
30316360,0.9976694
34582297,0.994808
399819,0.9972288
544447,0.9979709
75223201,0.99320227
121805,0.94427204
121833,0.9947462
136753,0.998552
122222,0.9602872
138789,0.99257624
75053215,0.92104906
P02242,0.99790525
189042488,0.9983767
32129580,0.99717593
122929,0.9953935
81311241,0.98542756
2492702,0.99798954
147744563,0.87672883
218512068,0.9989761
189043617,0.9961337
12644131,0.9875168
20455419,0.99498796
81892632,0.9945939
123203,0.99710876
3915730,0.9955837
123438,0.9808178
193806156,0.9975834
46396669,0.9877452
41688581,0.9986766
122248513,0.99573994
150416615,0.9609282
399967,0.99506724
60392417,0.9860199
14916586,0.98396355
74735617,0.97228706
12643535,0.93393046
19864269,0.99772996
23821727,0.9972952
2495796,0.9887518
48428276,0.99753535
20141571,0.9983814
62900329,0.99797064
124396,0.9747979
75028968,0.99605227
19861692,0.9970906
124919,0.9911833
1708493,0.9978282
138570,0.99808854
124733,0.98221004
74959921,0.9966054
77416706,0.9943538
124926,0.9007902
74626647,0.99932504
6919913,0.99708515
74852377,0.99580824
2506238,0.9967481
3183039,0.9981021
17366148,0.9932179
125157,0.99076146
54036127,0.99312264
7387808,0.9925108
12644234,0.9989166
2506923,0.99382716
75064974,0.99607337
75213506,0.9958813
7387820,0.9960129
46397382,0.99461913
75164699,0.99443614
125574,0.9938892
73916936,0.9958482
221222455,0.9574913
729909,0.9792398
1170718,0.99552625
1346259,0.99907815
75331174,0.99864167
20138542,0.8978201
21903438,0.9983718
76363521,0.9976776
126069,0.99191815
3183067,0.9970336
266462,0.9944471
P07264,0.99800473
67467379,0.99687105
126257,0.98052293
